itemId	itemName	attribute	rarity	questText	estimatedMinutes	tag	note
echo_flute	こだまの笛	study	N	教科書やノートを開くだけ	1	start	開けたら達成
ward_charm	まよけのお守り	restraint	R	誘惑を1つ手の届かない場所へ	3	self_control
ward_charm	まよけのお守り	restraint	SR	誘惑を遠ざけて10分過ごす	10	self_control
ward_charm	まよけのお守り	restraint	SR	決めたルールを5分守り抜く	6	self_control
ward_charm	まよけのお守り	restraint	SSR	決めた時間まで我慢を貫く	20	self_control
ward_charm	まよけのお守り	restraint	SSR	浮いた時間を大切な人のために使う	20	connect	💛相手がいなければ自分の将来のために使う
ward_charm	まよけのお守り	restraint	SSR	誘惑を断って25分やるべきことに集中	25	pomodoro	💥
adventure_map	ぼうけんの地図	adventure	N	いつもと違う道を選ぶ	1	adventure
adventure_map	ぼうけんの地図	adventure	N	今日の小さな冒険を1つ決める	2	adventure
adventure_map	ぼうけんの地図	adventure	R	未経験の小さいことを1つ試す	5	adventure
adventure_map	ぼうけんの地図	adventure	R	気になっていた場所を調べる	4	adventure
adventure_map	ぼうけんの地図	adventure	SR	初めての場所ややり方に挑戦する	10	adventure
adventure_map	ぼうけんの地図	adventure	SR	新しいお店やルートを試す	8	adventure
adventure_map	ぼうけんの地図	adventure	SSR	前からやりたかったことに一歩踏み出す	20	adventure
adventure_map	ぼうけんの地図	adventure	SSR	新しい挑戦を誰かと一緒にやってみる	20	connect	💛相手がいなければ挑戦の計画を15分立てる
adventure_map	ぼうけんの地図	adventure	SSR	未体験のことに15〜20分チャレンジ	18	adventure
travel_compass	たびのコンパス	adventure	N	外に出て少し歩く	2	adventure
travel_compass	たびのコンパス	adventure	N	窓を開けて外の空気を吸う	1	adventure
travel_compass	たびのコンパス	adventure	R	やることの優先順位を1つ決める	3	adventure
travel_compass	たびのコンパス	adventure	R	行き先の候補を1つ探す	4	adventure
travel_compass	たびのコンパス	adventure	SR	行ったことのない場所へ5分行ってみる	8	adventure
travel_compass	たびのコンパス	adventure	SR	いつもと違うルートで出かける	7	adventure
travel_compass	たびのコンパス	adventure	SSR	大切な人を誘って新しい体験を一緒にする	20	connect	💛相手がいなければ次の休日の計画を立てる
travel_compass	たびのコンパス	adventure	SSR	行きたかった場所へ15〜20分足を延ばす	20	adventure
travel_compass	たびのコンパス	adventure	SSR	小さな旅の準備を20分整える	20	adventure
starter_seed	はじまりの種	universal	N	とりあえず1分だけ着手する	1	start	special万能・全属性で使用可
starter_seed	はじまりの種	universal	N	今いちばん気になることを1つ始める	2	start
starter_seed	はじまりの種	universal	R	小さな一歩を3分だけ進める	3	start
starter_seed	はじまりの種	universal	SR	迷っていたことに5分取りかかる	7	start
starter_seed	はじまりの種	universal	SSR	後回しにしていたことに25分向き合う	25	pomodoro	💥
starter_seed	はじまりの種	universal	SSR	始めたことを誰かに宣言する	15	connect	💛相手がいなければ未来の自分に宣言を書く
confidence_bookmark	自信のしおり	idea	N	今日できたことを1つ書く	1	idea	affirm自己肯定
confidence_bookmark	自信のしおり	idea	N	自分を1つ褒める	1	idea
confidence_bookmark	自信のしおり	idea	R	今日の小さな成長を3つ書く	4	idea
confidence_bookmark	自信のしおり	idea	R	頑張った自分に小さなごほうび	4	rest
confidence_bookmark	自信のしおり	idea	SR	最近できるようになったことを5分書き出す	7	idea
confidence_bookmark	自信のしおり	idea	SR	未来の自分に一言、励ましを書く	6	connect	💛相手不要の代替つながり
confidence_bookmark	自信のしおり	idea	SSR	最近感謝したい人に、自分と相手の両方を認める言葉を送る	15	connect	💛相手がいなければ自分への感謝を書く
confidence_bookmark	自信のしおり	idea	SSR	この1週間の成長を15分振り返ってまとめる	15	idea
rainbow_drop	にじいろの雫	evolve	N	小さな一歩を踏み出す	1	start	special進化・SSR孵化用
rainbow_drop	にじいろの雫	evolve	R	相棒との思い出を3分振り返る	3	connect	💛
rainbow_drop	にじいろの雫	evolve	SR	大きく育てたいオトモンのために5分行動する	7	start
rainbow_drop	にじいろの雫	evolve	SSR	特別な挑戦を25分やり切って絆を深める	25	pomodoro	💥
rainbow_drop	にじいろの雫	evolve	SSR	相棒に見せたい成果を20分かけて作る	20	special
